Symbol,Sector
MGM,Consumer Services
MGP,Consumer Services
MGR,Finance
MGU,nan
MGY,Energy
MHD,nan
MHE,nan
MHF,nan
MHI,nan
MHK,Consumer Durables
MHLA,Finance
MHN,nan
MHNC,Finance
MHO,Capital Goods
MIC,Energy
MIE,nan
MIN,nan
MITT,nan
MIXT,Technology
MIY,nan
MKC,Consumer Non-Durables
MKL,Finance
MLI,Capital Goods
MLM,Basic Industries
MLP,Finance
MLR,Capital Goods
MMC,Finance
MMD,nan
MMI,Finance
MMM,Health Care
MMP,Energy
MMS,Miscellaneous
MMT,nan
MMU,nan
MN,Finance
MNE,nan
MNK,Health Care
MNP,nan
MNR,Consumer Services
MNRL,Energy
MO,Consumer Non-Durables
MOD,Capital Goods
MODN,Technology
MOGU,Miscellaneous
MOH,Health Care
MOS,Basic Industries
MOV,Consumer Non-Durables
MPA,nan
MPC,Energy
MPLX,Energy
MPV,Consumer Services
MPW,Consumer Services
MPX,Capital Goods
MQT,nan
MQY,nan
MR,Energy
MRC,Capital Goods
MRK,Health Care
MRO,Energy
MS,Finance
MSA,Health Care
MSB,Basic Industries
MSC,Consumer Services
MSCI,Miscellaneous
MSD,nan
MSG,Consumer Services
MSGN,Consumer Services
MSI,Technology
MSM,Capital Goods
MT,Basic Industries
MTB,Finance
MTD,Capital Goods
MTDR,Energy
MTG,Finance
MTH,Capital Goods
MTL,Basic Industries
MTN,Consumer Services
MTOR,Capital Goods
MTR,Energy
MTRN,Capital Goods
MTT,nan
MTW,Capital Goods
MTX,Basic Industries
MTZ,Basic Industries
MUA,nan
MUC,nan
MUE,nan
MUFG,Finance
MUH,nan
MUI,nan
MUJ,nan
MUR,Energy
MUS,nan
MUSA,Consumer Durables
MUX,Basic Industries
MVC,nan
MVCD,nan
MVF,nan
MVO,Energy
MVT,nan
MWA,Capital Goods
MX,Technology
MXE,nan
MXF,nan
MXL,Technology
MYC,nan
MYD,nan
MYE,Consumer Non-Durables
MYF,nan
MYI,nan
MYJ,nan
MYN,nan
MYOV,Health Care
MZA,nan
NAC,nan
NAD,nan
NAN,nan
NAT,Consumer Services
NAV,Capital Goods
NAZ,nan
NBB,nan
NBHC,Finance
NBR,Energy
NC,Consumer Durables
NCA,nan
NCB,nan
NCLH,Consumer Services
NCR,Miscellaneous
NCV,nan
NCZ,nan
NDP,nan
NE,Energy
NEA,nan
NEE,Public Utilities
NEM,Basic Industries
NEP,Public Utilities
NET,Technology
NEU,Basic Industries
NEV,nan
NEW,Consumer Services
NEWR,Technology
NEX,Energy
NEXA,Basic Industries
NFG,Public Utilities
NFH,Finance
NFJ,Finance
NGG,Public Utilities
NGL,Energy
NGS,Energy
NGVC,Consumer Services
NGVT,Basic Industries
NHA,nan
NHF,nan
NHI,Consumer Services
NI,Public Utilities
NID,nan
NIE,nan
NIM,nan
NINE,Energy
NIO,Capital Goods
NIQ,nan
NJR,Public Utilities
NJV,nan
NKE,Consumer Non-Durables
NKG,nan
NKX,nan
NL,Basic Industries
NLS,Consumer Non-Durables
NLSN,Miscellaneous
NLY,Consumer Services
NM,Transportation
NMCO,nan
NMFC,nan
NMFX,nan
NMI,nan
NMM,Transportation
NMR,Finance
NMS,nan
NMT,nan
NMY,nan
NMZ,nan
NNA,Transportation
NNI,Finance
NNN,Consumer Services
NNY,nan
NOA,Energy
NOAH,Finance
NOC,Capital Goods
NOK,Technology
NOM,nan
NOMD,Consumer Non-Durables
NOV,Energy
NOVA,Public Utilities
NOW,Technology
NP,Basic Industries
NPK,Capital Goods
NPN,nan
NPO,Basic Industries
NPTN,Technology
NPV,nan
NQP,nan
NR,Energy
NRG,Public Utilities
NRGX,nan
NRK,nan
NRP,Energy
NRT,Energy
NRUC,Finance
NRZ,Consumer Services
NS,Energy
NSA,Consumer Services
NSC,Transportation
NSCO,Technology
NSL,nan
NSP,Technology
NSS,nan
NTB,Finance
NTG,nan
NTP,Finance
NTR,Basic Industries
NTZ,Consumer Durables
NUE,Basic Industries
NUM,nan
NUO,nan
NUS,Health Care
NUV,nan
NUW,nan
NVG,nan
NVGS,Transportation
NVO,Health Care
NVR,Capital Goods
NVRO,Health Care
NVS,Health Care
NVST,Health Care
NVT,Technology
NVTA,Health Care
NWE,Public Utilities
NWHM,Capital Goods
NWN,Public Utilities
NX,Capital Goods
NXC,nan
NXJ,nan
NXN,nan
NXP,nan
NXQ,nan
NXR,nan
NXRT,Consumer Services
NYCB,Finance
NYT,Consumer Services
NYV,nan
NZF,nan
O,Consumer Services
OAC,Finance
OBE,Energy
OC,Capital Goods
OCFT,Technology
OCN,Finance
ODC,Consumer Durables
OEC,Basic Industries
OFC,Consumer Services
OFG,Finance
OGE,Public Utilities
OGS,Public Utilities
OHI,Consumer Services
OI,Consumer Durables
OIA,nan
OII,Energy
OIS,Energy
OKE,Public Utilities
OLN,Basic Industries
OLP,Consumer Services
OMC,Technology
OMF,Finance
OMI,Health Care
OMN,Basic Industries
ONDK,Finance
ONE,Consumer Services
ONTO,Capital Goods
OOMA,Technology
OPP,nan
OPY,Finance
OR,Basic Industries
ORA,Public Utilities
ORAN,Public Utilities
ORC,Consumer Services
ORCC,nan
ORCL,Technology
ORI,Finance
ORN,Basic Industries
OSB,Basic Industries
OSG,Transportation
OSK,Capital Goods
OUT,Consumer Services
OVV,Energy
OXM,Consumer Non-Durables
OXY,Energy
PAA,Energy
PAC,Transportation
PACD,Energy
PACK,Consumer Durables
PAG,Consumer Durables
PAGP,Energy
PAGS,Technology
PAI,nan
PAM,Public Utilities
PANW,Technology
PAR,Miscellaneous
PARR,Energy
PAYC,Technology
PB,Finance
PBA,Energy
PBB,nan
PBC,nan
PBF,Energy
PBFX,Energy
PBH,Health Care
PBI,Miscellaneous
PBR,Energy
PBT,Energy
PBY,nan
PCF,nan
PCG,Public Utilities
PCI,nan
PCK,nan
PCM,nan
PCN,nan
PCQ,nan
PD,Technology
PDI,nan
PDM,Consumer Services
PDS,Energy
PDT,nan
PE,Energy
PEAK,Consumer Services
PEB,Consumer Services
PEG,Public Utilities
PEI,Consumer Services
PEN,Health Care
PEO,nan
PER,Energy
PFD,nan
PFE,Health Care
PFGC,Consumer Non-Durables
PFH,Finance
PFL,nan
PFN,nan
PFO,nan
PFS,Finance
PFSI,Finance
PG,Basic Industries
PGP,nan
PGR,Finance
PGRE,Consumer Services
PGTI,Capital Goods
PGZ,nan
PH,Capital Goods
PHD,nan
PHG,Energy
PHI,Public Utilities
PHK,nan
PHM,Capital Goods
PHR,Miscellaneous
PHT,nan
PHX,Energy
PIC,Finance
PII,Capital Goods
PIM,nan
PINE,Consumer Services
PING,Technology
PINS,Technology
PIPR,Finance
PIY,Finance
PJH,Finance
PJT,Finance
PK,Consumer Services
PKE,Capital Goods
PKG,Consumer Durables
PKI,Capital Goods
PKO,nan
PKX,Basic Industries
PLAN,Technology
PLD,Consumer Services
PLNT,Consumer Services
PLOW,Capital Goods
PLT,Public Utilities
PLYM,Consumer Services
PM,Consumer Non-Durables
PMF,nan
PML,nan
PMM,nan
PMO,nan
PMT,Consumer Services
PMX,nan
PNC,Finance
PNF,nan
PNI,nan
PNM,Public Utilities
PNR,Technology
PNW,Public Utilities
POL,Basic Industries
POR,Public Utilities
POST,Consumer Non-Durables
PPG,Basic Industries
PPL,Public Utilities
PPR,nan
PPT,nan
PPX,Public Utilities
PQG,Basic Industries
PRA,Finance
PRGO,Health Care
PRH,Finance
PRI,Finance
PRLB,Capital Goods
PRMW,Consumer Non-Durables
PRO,Technology
PROS,Finance
PRS,Finance
PRSP,Technology
PRT,Energy
PRTY,Consumer Services
PRU,Finance
PSA,Consumer Services
PSB,Consumer Services
PSF,nan
PSN,Technology
PSO,Consumer Services
PSTG,Technology
PSTL,Consumer Services
PSV,Transportation
PSX,Energy
PSXP,Energy
PTR,Energy
PTY,nan
PUK,Finance
PUMP,Energy
PVG,Basic Industries
PVH,Consumer Non-Durables
PVL,Energy
PWR,Capital Goods
PXD,Energy
PYN,nan
PYS,Finance
PYT,Finance
PYX,Consumer Services
PZC,nan
PZN,Finance
QD,Finance
QEP,Energy
QES,Energy
QGEN,Health Care
QHC,Health Care
QSR,Consumer Services
QTS,Consumer Services
QTWO,Technology
QUAD,Miscellaneous
QUOT,Consumer Services
QVCC,Consumer Services
QVCD,Consumer Services
R,Consumer Services
RA,nan
RACE,Capital Goods
RAD,Health Care
RAMP,Technology
RBA,Miscellaneous
RBC,Consumer Durables
RBS,Finance
RC,Consumer Services
RCA,Consumer Services
RCB,Consumer Services
RCI,Consumer Services
RCL,Consumer Services
RCP,Consumer Services
RCS,nan
RCUS,Health Care
RDN,Finance
RDY,Health Care
RE,Finance
RELX,Consumer Services
RENN,Technology
RES,Energy
RESI,Finance
REV,Consumer Non-Durables
REVG,Capital Goods
REX,Basic Industries
REXR,Consumer Services
REZI,Capital Goods
RF,Finance
RFI,nan
RFL,Finance
RFP,Basic Industries
RGA,Finance
RGR,Capital Goods
RGS,Consumer Services
RGT,nan
RH,Consumer Services
RHI,Technology
RHP,Consumer Services
RIG,Energy
RIO,Basic Industries
RIV,nan
RJF,Finance
RL,Consumer Non-Durables
RLGY,Finance
RLH,Consumer Services
RLI,Finance
RLJ,Consumer Services
RM,Finance
RMAX,Finance
RMD,Health Care
RMED,Health Care
RMG,Finance
RMI,nan
RMM,nan
RMT,nan
RNG,Technology
RNGR,Energy
RNP,nan
RNR,Finance
ROG,Basic Industries
ROK,Capital Goods
ROL,Finance
ROP,Capital Goods
ROYT,Energy
RPAI,Consumer Services
RPLA,Finance
RPM,Basic Industries
RPT,Consumer Services
RQI,nan
RRC,Energy
RRD,Miscellaneous
RRTS,Transportation
RS,Basic Industries
RSF,nan
RSG,Public Utilities
RST,Technology
RTN,Capital Goods
RTW,Consumer Services
RUBI,Technology
RVI,Finance
RVLV,Consumer Services
RVT,nan
RWT,Consumer Services
RXN,Technology
RY,Finance
RYAM,Basic Industries
RYB,Consumer Services
RYCE,Consumer Non-Durables
RYI,Basic Industries
RYN,Consumer Services
RZA,Finance
RZB,Finance
S,Public Utilities
SA,Basic Industries
SAF,nan
SAFE,Consumer Services
SAH,Consumer Durables
SAIC,Technology
SAIL,Technology
SALT,Transportation
SAM,Consumer Non-Durables
SAN,Finance
SAND          ,Basic Industries
SAP,Technology
SAR,nan
SAVE,Transportation
SB,Transportation
SBE,Finance
SBH,Consumer Services
SBI,nan
SBNA,Transportation
SBOW,Energy
SBR,Energy
SBS,Public Utilities
SBSW,nan
SC,Finance
SCCO,Basic Industries
SCD,nan
SCHW,Finance
SCI,Consumer Services
SCL,Basic Industries
SCM,nan
SCPE,Finance
SCS,Consumer Durables
SCU,Finance
SCX,Capital Goods
SD,Energy
SDRL,Energy
SE,Consumer Services
SEAS,Consumer Services
SEE,Basic Industries
SEM,Health Care
SERV,Consumer Services
SF,Finance
SFE,Finance
SFL,Transportation
SFTW,Finance
SFUN,Technology
SGU,Consumer Services
SHAK,Consumer Services
SHG,Finance
SHI,Basic Industries
SHLL,Finance
SHLX,Energy
SHO,Consumer Services
SHOP,Technology
SHW,Consumer Services
SI,Finance
SID,Capital Goods
SIG,Consumer Services
SITC,Consumer Services
SITE,Consumer Non-Durables
SIX,Consumer Services
SJI,Public Utilities
SJIJ,Public Utilities
SJIU,Public Utilities
SJM,Consumer Non-Durables
SJR,Consumer Services
SJT,Energy
SJW,Public Utilities
SKM,Public Utilities
SKT,Consumer Services
SKX,Consumer Non-Durables
SKY,Basic Industries
SLB,Energy
SLCA,Basic Industries
SLF,Finance
SLG,Consumer Services
SM,Energy
SMAR,Technology
SMFG,Finance
SMG,Basic Industries
SMHI,Transportation
SMLP,Public Utilities
SMM,nan
SMP,Capital Goods
SNA,Capital Goods
SNAP,Technology
SNDR,Transportation
SNE,Consumer Non-Durables
SNN,Health Care
SNP,Energy
SNR,Consumer Services
SNV,Finance
SNX,Technology
SO,Public Utilities
SOGO,Technology
SOI,Energy
SOJA,Public Utilities
SOJB,Public Utilities
SOJC,Public Utilities
SOL,Technology
SOLN,Public Utilities
SON,Consumer Durables
SOR,nan
SPAQ,Finance
SPB           ,Miscellaneous
SPCE,Consumer Services
SPE,nan
SPG,Consumer Services
SPGI,Finance
SPH,Consumer Services
SPLP,Capital Goods
SPN,Energy
SPOT,Consumer Services
SPR,Capital Goods
SPXC,Technology
SPXX,nan
SQ,Technology
SQM,Basic Industries
SQNS,Technology
SR,Public Utilities
SRC,Consumer Services
SRE,Public Utilities
SREA,Public Utilities
SRF,nan
SRG,Finance
SRI,Capital Goods
SRL,nan
SRLP,Energy
SRT,Technology
SRV,nan
SSD,Capital Goods
SSI,Consumer Services
SSL,Energy
SSTK,Technology
ST,Capital Goods
STAG,Consumer Services
STAR          ,Consumer Services
STC,Finance
STE,Health Care
STG,Consumer Services
STK,nan
STL,Finance
STM,Technology
STN,Consumer Services
STNG,Transportation
STON,Consumer Services
STOR,Consumer Services
STT,Finance
STWD,Consumer Services
STZ,Consumer Non-Durables
SU,Energy
SUI,Consumer Services
SUM,Basic Industries
SUN,Energy
SUP,Capital Goods
SUPV,Finance
SUZ,Basic Industries
SWCH,Technology
SWI,Technology
SWK,Capital Goods
SWM,Basic Industries
SWN,Energy
SWP,Capital Goods
SWT,Capital Goods
SWX,Public Utilities
SWZ,nan
SXC,Basic Industries
SXI,Technology
SXT,Basic Industries
SYF,Finance
SYK,Health Care
SYX,Capital Goods
SYY,Consumer Non-Durables
SZC,nan
T,Public Utilities
TAC,Public Utilities
TAK,Health Care
TAL,Consumer Services
TALO,Energy
TAP,Consumer Non-Durables
TARO,Health Care
TBB,Public Utilities
TBC,Public Utilities
TBI,Technology
TCI,Consumer Services
TCO,Consumer Services
TCP,Public Utilities
TCRW,nan
TCRZ,nan
TCS,Consumer Services
TD,Finance
TDA,Public Utilities
TDC,Technology
TDE,Public Utilities
TDF,nan
TDG,Capital Goods
TDI,Public Utilities
TDJ,Public Utilities
TDOC,Health Care
TDS,Public Utilities
TDW,Consumer Services
TDY,Capital Goods
TEAF,nan
TECK,Basic Industries
TEF,Public Utilities
TEI,nan
TEL,Technology
TEN,Capital Goods
TEO,Public Utilities
TEVA,Health Care
TEX,Capital Goods
TFC,Finance
TFII,nan
TFX,Health Care
TG,Capital Goods
TGE,Public Utilities
TGH,Technology
TGI,Capital Goods
TGNA,Consumer Services
TGP,Consumer Services
TGS,Public Utilities
TGT,Consumer Services
THC,Health Care
THG,Finance
THGA,Finance
THO,Consumer Non-Durables
THQ,nan
THR,Energy
THS,Consumer Non-Durables
THW,nan
TIF,Consumer Services
TISI,Consumer Services
TJX,Consumer Services
TK,Transportation
TKC,Public Utilities
TKR,Capital Goods
TLI,nan
TLK,Public Utilities
TLRA,Technology
TLRD,Consumer Services
TLYS,Consumer Services
TM,Capital Goods
TME,Consumer Services
TMHC,Capital Goods
TMO,Capital Goods
TMST,Basic Industries
TNC,Technology
TNET,Miscellaneous
TNK,Consumer Services
TNP,Transportation
TOL,Capital Goods
TOT,Energy
TPB,Consumer Non-Durables
TPC,Basic Industries
TPH,Capital Goods
TPL,Energy
TPR,Consumer Non-Durables
TPRE,Finance
TPVG,nan
TPVY,nan
TPX,Consumer Durables
TPZ,nan
TR,Consumer Non-Durables
TRC,Finance
TREC,Energy
TREX,Basic Industries
TRGP,Public Utilities
TRI,Consumer Services
TRN,Capital Goods
TRNE,Finance
TRNO,Finance
TROX,Basic Industries
TRP,Public Utilities
TRQ,Basic Industries
TRTN,Technology
TRTX,Consumer Services
TRU,Finance
TRV,Finance
TRWH,Consumer Services
TS,Basic Industries
TSE,Basic Industries
TSI,nan
TSLF,nan
TSLX,nan
TSM,Technology
TSN,Consumer Non-Durables
TSQ,Consumer Services
TSU,Public Utilities
TT,Capital Goods
TTC,Capital Goods
TTM,Capital Goods
TTP,nan
TU,Public Utilities
TUFN,Technology
TUP,Consumer Non-Durables
TV,Consumer Services
TVC,Public Utilities
TVE,Public Utilities
TWI,Basic Industries
TWLO,Technology
TWN,nan
TWO,Consumer Services
TWTR,Technology
TX,Basic Industries
TXT,Capital Goods
TY,nan
TYG,nan
TYL,Technology
UA,Consumer Non-Durables
UAA,Consumer Non-Durables
UAN,Basic Industries
UBA,Consumer Services
UBER,Miscellaneous
UBP,Consumer Services
UBS,Finance
UDR,Consumer Services
UE,Finance
UFI,Consumer Non-Durables
UFS,Basic Industries
UGI,Public Utilities
UGP,Public Utilities
UHS,Health Care
UHT,Consumer Services
UI,Technology
UIS,Technology
UL,Basic Industries
UMC,Technology
UMH,Consumer Services
UN,Basic Industries
UNF,Consumer Services
UNFI,Consumer Non-Durables
UNH,Health Care
UNM,Finance
UNMA,Finance
UNP,Transportation
UNT,Energy
UNVR,Consumer Durables
UPS,Transportation
URI,Technology
USA,nan
USAC,Public Utilities
USB,Finance
USDP,Transportation
USFD,Consumer Non-Durables
USM,Public Utilities
USNA,Consumer Durables
USPH,Health Care
USX,Transportation
UTF,nan
UTI,Consumer Services
UTL,Public Utilities
UTX,Capital Goods
UVE,Finance
UVV,Consumer Services
UZA,Public Utilities
UZB,Public Utilities
UZC,Public Utilities
V,Miscellaneous
VAC,Finance
VAL,Energy
VALE,Basic Industries
VAM,nan
VAPO,Health Care
VAR,Health Care
VAW,General Sector
VBF,nan
VCIF,nan
VCR,General Sector
VCRA,Capital Goods
VCV,nan
VDE,General Sector
VEC,Consumer Services
VEDL,Capital Goods
VEEV,Technology
VEL,Finance
VER,Consumer Services
VET,Energy
VFC,Consumer Non-Durables
VFH,General Sector
VGI,nan
VGM,nan
VGR,Consumer Non-Durables
VGT,General Sector
VHI,Basic Industries
VICI,Consumer Services
VIPS,Consumer Services
VIST,Energy
VIV,Public Utilities
VJET,Capital Goods
VKQ,nan
VLO,Energy
VLRS,Transportation
VLT,nan
VMC,Basic Industries
VMI,Capital Goods
VMO,nan
VMW,Technology
VNCE,Consumer Services
VNE,Capital Goods
VNO,Consumer Services
VNQ,General Sector
VNTR,Basic Industries
VOC,Energy
VOYA,Finance
VPG,Capital Goods
VPU,General Sector
VPV,nan
VRS,Basic Industries
VRT,Capital Goods
VRTV,Consumer Services
VSH,Capital Goods
VSLR,Capital Goods
VST,Public Utilities
VSTO,Capital Goods
VTA,nan
VTN,nan
VTR,Consumer Services
VVI,Miscellaneous
VVNT,Finance
VVR,nan
VVV,Basic Industries
VZ,Public Utilities
W,Consumer Services
WAAS,Public Utilities
WAB,Capital Goods
WAL,Finance
WALA,Finance
WAT,Capital Goods
WBAI,Consumer Services
WBC,Capital Goods
WBK,Finance
WBS,Finance
WBT,Technology
WCC,Consumer Non-Durables
WCN,Public Utilities
WD,Finance
WDR,Finance
WEA,nan
WEC,Public Utilities
WEI,Finance
WELL,Consumer Services
WES,Public Utilities
WEX,Miscellaneous
WF,Finance
WFC,Finance
WGO,Consumer Non-Durables
WH,Consumer Services
WHD,Energy
WHG,Finance
WHR,Consumer Durables
WIA,nan
WIT,Technology
WIW,nan
WK,Technology
WLK,Basic Industries
WLKP,Basic Industries
WLL,Energy
WM,Public Utilities
WMB,Public Utilities
WMC,Consumer Services
WMK,Consumer Services
WMS,Capital Goods
WMT,Consumer Services
WNC,Capital Goods
WNS,Miscellaneous
WOR,Capital Goods
WORK,Consumer Services
WOW,Consumer Services
WPC,Consumer Services
WPG,Consumer Services
WPM,Basic Industries
WPP,Technology
WPX,Energy
WRB,Finance
WRE,nan
WRI,Consumer Services
WRK,Consumer Durables
WSM,Consumer Services
WSO,Consumer Durables
WSR,Consumer Services
WST,Basic Industries
WTI,Energy
WTM,Finance
WTRG,Public Utilities
WTRU,Public Utilities
WTS,Capital Goods
WTTR,Energy
WU,Miscellaneous
WUBA,Technology
WWE,Consumer Services
WWW,Consumer Non-Durables
WY,Consumer Services
WYND,Consumer Services
X,Basic Industries
XAN,Consumer Services
XEC,Energy
XFLT,nan
XHR,Consumer Services
XIN,Basic Industries
XOM,Energy
XPO,Consumer Services
XRF,Finance
XRX,Technology
XYF,Finance
XYL,Capital Goods
Y,Finance
YELP,Consumer Services
YETI,Consumer Non-Durables
YEXT,Technology
YPF,Energy
YRD,Finance
YUM,Consumer Services
YUMC,Consumer Services
ZBH,Health Care
ZEN,Technology
ZNH,Transportation
ZTO,Transportation
ZTR,nan
ZTS,Health Care
ZUO,Technology
ZYME,Health Care
